measurement UID,file URL,msID,shelfmark,collection,part,part ID,part type,text,leaves,leaf height,leaf height max,leaf height min,leaf width,leaf width max,leaf width min,leaf depth,leaf depth max,leaf depth min,leaf unit,roll height,roll height max,roll height min,roll width,roll width max,roll width min,roll unit,fragment height,fragment height max,fragment height min,fragment width,fragment width max,fragment width min,fragment unit,columns,columns max,columns min,column height,column height max,column height min,column width,column width max,column width min,column unit,writtenLines,writtenLines max,writtenLines min,written height,written height max,written height min,written width,written width max,written width min,written unit,ruledLines,rulesLines max,ruledLines min,ruled height,ruled height max,ruled height min,ruled width,ruled width max,ruled width min,ruled unit,rulingMedium,topLine
MS_Hatton_108_measure_1,manuscript_6036,MS_Hatton_108,MS. Hatton 108,Hatton,,MS_Hatton_108,,"iii + 20 leaves of which i-1, 10-20 are blank paper: 8 medieval leaves 5.5 4",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_109_measure_1,manuscript_6037,MS_Hatton_109,MS. Hatton 109,Hatton,,MS_Hatton_109,,"111 leaves, in double columns 5.75 3 .875",111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_11_measure_1,manuscript_6038,MS_Hatton_11,MS. Hatton 11,Hatton,,MS_Hatton_11,,183 medieval leaves 380255,183,380,380,380,255,255,255,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_111_measure_1,manuscript_6039,MS_Hatton_111,MS. Hatton 111,Hatton,,MS_Hatton_111,,"ruled in plummet for a single column, with single or double (e.g., fol. 111r) vertical bounding lines extending the full height and width of page; prickings survive; 23–8 lines per page; written space: variable, c. 81–89 58–65",,122,122,122,90,90,90,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_115_measure_1,manuscript_6041,MS_Hatton_115,MS. Hatton 115,Hatton,,MS_Hatton_115,,"Double bounding lines on both margins 9 mm apart with pricking for ruling on the outer margin. Ruling on hair side (fols 1-64, 66-139, 148-151). Fols 140-147 soiled probably, ruled 23 lines, double bounding lines both side of the frame with ruling on flesh side. Fols 151-155 ruled in brown crayon on the flesh, double bounding lines both side of the writing frame.",,247 195 242 247 218,247 195 242 247 218,247 195 242 247 218,155 75 155 155 155,155 75 155 155 155,155 75 155 155 155,,,,mm mm mm mm mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,195 190 187 192 170,195 190 187 192 170,195 190 187 192 170,98 100 100 105 115,98 100 100 105 115,98 100 100 105 115,mm mm mm mm mm,,,,,,,,,,,,
MS_Hatton_116_measure_1,manuscript_6042,MS_Hatton_116,MS. Hatton 116,Hatton,,MS_Hatton_116,,"20 long lines (21 on pp. 255-78, 295-395) with blind-ruled double bounding lines. Pages 96-8 are blank, except for scribbles in the Tremulous Hand and some musical notes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 195-203,203,195,135,135,135,mm,,,,,,,,,,,,
MS_Hatton_12_measure_1,manuscript_6043,MS_Hatton_12,MS. Hatton 12,Hatton,,MS_Hatton_12,,"213 leaves, in double columns 14.1259.5",213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_13_measure_1,manuscript_6044,MS_Hatton_13,MS. Hatton 13,Hatton,,MS_Hatton_13,,iii + 51 leaves 12 9/89,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_14_measure_1,manuscript_6045,MS_Hatton_14,MS. Hatton 14,Hatton,,MS_Hatton_14,,"194 leaves, in double columns 12 .8758.25",194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_15_measure_1,manuscript_6046,MS_Hatton_15,MS. Hatton 15,Hatton,,MS_Hatton_15,,"226 leaves, in double columns 14.59.25",226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_16_measure_1,manuscript_6047,MS_Hatton_16,MS. Hatton 16,Hatton,,MS_Hatton_16,,82 leaves 13.5 8.625,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_17_measure_1,manuscript_6048,MS_Hatton_17,MS. Hatton 17,Hatton,,MS_Hatton_17,,2 cols,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_18_measure_1,manuscript_6049,MS_Hatton_18,MS. Hatton 18,Hatton,,MS_Hatton_18,,211 leaves 12.3758.5,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_19_measure_1,manuscript_6050,MS_Hatton_19,MS. Hatton 19,Hatton,,MS_Hatton_19,,2 cols,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_2_measure_1,manuscript_6051,MS_Hatton_2,MS. Hatton 2,Hatton,,MS_Hatton_2,,"172 leaves, in double columns 19 .87514",172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_20_measure_1,manuscript_6052,MS_Hatton_20,MS. Hatton 20,Hatton,,MS_Hatton_20,,"Ruled on hair side for 21-31 long lines. Single bounding lines, but Quires 5-7 have double inner binding lines (Franzen 1998, p. 11).",,c. 270-6,276,270,212-8,218,212,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,205-225,225,205,157-175,175,157,mm,,,,,,,,,,,,
MS_Hatton_23_measure_1,manuscript_6053,MS_Hatton_23,MS. Hatton 23,Hatton,,MS_Hatton_23,,146 leaves 11.757.75,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_24_measure_1,manuscript_6054,MS_Hatton_24,MS. Hatton 24,Hatton,,MS_Hatton_24,,"ii + 136 leaves, in double columns 10.1257.25",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_28_measure_1,manuscript_6056,MS_Hatton_28,MS. Hatton 28,Hatton,,MS_Hatton_28,,i + 100 leaves 9.5 6.625,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_3_measure_1,manuscript_6058,MS_Hatton_3,MS. Hatton 3,Hatton,,MS_Hatton_3,,i + 153 + i fol. 466 327,,466,466,466,327,327,327,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_30_measure_1,manuscript_6059,MS_Hatton_30,MS. Hatton 30,Hatton,,MS_Hatton_30,,71 medieval leaves 230158,71,230,230,230,158,158,158,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_31_measure_1,manuscript_6060,MS_Hatton_31,MS. Hatton 31,Hatton,,MS_Hatton_31,,115 leaves 10.3757.5,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_36_measure_1,manuscript_6061,MS_Hatton_36,MS. Hatton 36,Hatton,,MS_Hatton_36,,"Folios: iv + 134 + v; both the first two front and the last three back flyleaves are paper (s. xix) added with the binding, while the remaining flyleaves are thick early parchment (s. xv?), with the outermost (ie. fol. iii and fol. 137v) of these bearing the impression of the former binding. 243–249 168–174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_36_measure_3,manuscript_6061,MS_Hatton_36,MS. Hatton 36,Hatton,,,,"; 32 long lines, below top line. Fully ruled, with single border, the vertical and top horizontal borders extending to the edge of the page but the bottom horizontal stopping at the point of the vertical borders; throughout, the full pricking in the outer margin is visible, with two prick-holes in line with the vertical borders placed about 10mm above the bottom of the page.176 111",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,32,32,32,176,176,176,111,111,111,mm,,,,,,,,,,,,
MS_Hatton_36_measure_2,manuscript_6061,MS_Hatton_36,MS. Hatton 36,Hatton,,,,"; 32 long lines, above top line. Fully ruled, with single border, except that there is a double horizontal border at the top; frequent signs of full pricking in outer margin, with two prick-holes in line with the vertical borders at very bottom of page.174 113",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,32,32,32,174,174,174,113,113,113,mm,,,,,,,,,,,,
MS_Hatton_37_measure_1,manuscript_6062,MS_Hatton_37,MS. Hatton 37,Hatton,,MS_Hatton_37,,ii + 338 pages 10.257.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_38_measure_1,manuscript_6063,MS_Hatton_38,MS. Hatton 38,Hatton,,MS_Hatton_38,,"Each Gospel begins on a new quire. Ruled in pencil, single bounding lines. 25 lines. As Liuzza (1995) has noted, the scribe is not consistent about which horizontal lines extend across the page: generally the first and third, last and antepenultimate; but often the first two and last two; the first and last two; or the first two, the forth from the last and the last. Rulings were done page by page, not across two leaves. The layout matches in open two pages within the quire. For example, The space between lines is approximately two times minim height. 45r: one line at the top, two lines (with one-line space between the lines) 45v-46r: one line, two lines (2) 46v-47r: one line, two lines (2) 47v-48r: one line, two lines (2) 48v-49r: two lines (1), two lines (1) 49v-50r: two lines (1), two lines (3) 50v-51r: one line, one line 51v-52r: one line, one line",,238,238,238,158,158,158,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,168,168,107,107,107,mm,,,,,,,,,,,,
MS_Hatton_4_measure_1,manuscript_6064,MS_Hatton_4,MS. Hatton 4,Hatton,,MS_Hatton_4,,"Ruled in purple ink for two columns with single vertical and horizontal bounding lines, extending the full height and width of page; written below the top line; 26 lines per page; prickings survive; written space: c. 270 170",,398,398,398,263,263,263,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_40_measure_1,manuscript_6065,MS_Hatton_40,MS. Hatton 40,Hatton,,MS_Hatton_40,,"165 leaves, in double columns 11.757.75",165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_41_measure_1,manuscript_6066,MS_Hatton_41,MS. Hatton 41,Hatton,,MS_Hatton_41,,iv + 97 leaves 11.258,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_42_measure_1,manuscript_6067,MS_Hatton_42,MS. Hatton 42,Hatton,,MS_Hatton_42,,iii + 207 leaves 12.25 8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_43_measure_1,manuscript_6068,MS_Hatton_43,MS. Hatton 43,Hatton,,MS_Hatton_43,,i + 182 leaves 11.3758.5,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_44_measure_1,manuscript_6069,MS_Hatton_44,MS. Hatton 44,Hatton,,MS_Hatton_44,,2 cols,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_45_measure_1,manuscript_6070,MS_Hatton_45,MS. Hatton 45,Hatton,,MS_Hatton_45,,"Ruled in ink with single vertical and horizontal bounding lines extending the full height and width of page, with double horizontals in quires V–VII (fols. 25–48); 24 lines per page; prickings frequently survive in the three outer margins; written below the top line; written space: c. 190 125",,300,300,300,205,205,205,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_47_measure_1,manuscript_6071,MS_Hatton_47,MS. Hatton 47,Hatton,,MS_Hatton_47,,"100 leaves, in double columns 11.57 .875",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_48_measure_1,manuscript_6072,MS_Hatton_48,MS. Hatton 48,Hatton,,MS_Hatton_48,,"Ruled in dry point, two at a time (cf. fols. 41r, 65r). 2 columns of 22 lines, ruled space 210 155–160",,300–305,305,300,215,215,215,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_48_measure_2,manuscript_6072,MS_Hatton_48,MS. Hatton 48,Hatton,,,,"Ruled in dry point; 30 long lines, ruled space 200 130",,305,305,305,215,215,215,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_49_measure_1,manuscript_6073,MS_Hatton_49,MS. Hatton 49,Hatton,,MS_Hatton_49,,"116 leaves, in double columns 11.57.75",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_5_measure_1,manuscript_6074,MS_Hatton_5,MS. Hatton 5,Hatton,,MS_Hatton_5,,"139 leaves, in double columns 1711",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_50_measure_1,manuscript_6075,MS_Hatton_50,MS. Hatton 50,Hatton,,MS_Hatton_50,,132 leaves 11.58.25,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_51_measure_1,manuscript_6076,MS_Hatton_51,MS. Hatton 51,Hatton,,MS_Hatton_51,,2 cols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_53_measure_1,manuscript_6077,MS_Hatton_53,MS. Hatton 53,Hatton,,MS_Hatton_53,,"ii + 248 leaves, in double columns 13.1258.75",248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_54_measure_1,manuscript_6078,MS_Hatton_54,MS. Hatton 54,Hatton,,MS_Hatton_54,,i + 254 leaves 8 .8756.5,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_56_measure_1,manuscript_6080,MS_Hatton_56,MS. Hatton 56,Hatton,,MS_Hatton_56,,i + 48 leaves 96,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_57_measure_1,manuscript_6081,MS_Hatton_57,MS. Hatton 57,Hatton,,MS_Hatton_57,,ii + 38 leaves 8.625 5,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_59_measure_1,manuscript_6083,MS_Hatton_59,MS. Hatton 59,Hatton,,MS_Hatton_59,,iii + 176 leaves 8 .8755.625,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_6_measure_1,manuscript_6084,MS_Hatton_6,MS. Hatton 6,Hatton,,MS_Hatton_6,,In double columns.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_61_measure_1,manuscript_6085,MS_Hatton_61,MS. Hatton 61,Hatton,,MS_Hatton_61,,133 leaves 95.875,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_63_measure_1,manuscript_6087,MS_Hatton_63,MS. Hatton 63,Hatton,,MS_Hatton_63,,iii + 442 leaves 8.755.625,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_66_measure_1,manuscript_6088,MS_Hatton_66,MS. Hatton 66,Hatton,,MS_Hatton_66,,291 leaves 8.75 6.25,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_67_measure_1,manuscript_6089,MS_Hatton_67,MS. Hatton 67,Hatton,,MS_Hatton_67,,i + 84 leaves 8.755.625,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_69_measure_1,manuscript_6090,MS_Hatton_69,MS. Hatton 69,Hatton,,MS_Hatton_69,,20 long lines.,90,207,207,207,145,145,145,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,125,125,85,85,85,mm,,,,,,,,,,,,
MS_Hatton_71_measure_1,manuscript_6091,MS_Hatton_71,MS. Hatton 71,Hatton,,MS_Hatton_71,,2 columns,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_72_measure_1,manuscript_6092,MS_Hatton_72,MS. Hatton 72,Hatton,,MS_Hatton_72,,2 columns,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_73_measure_1,manuscript_6093,MS_Hatton_73,MS. Hatton 73,Hatton,,MS_Hatton_73,,i + 125 leaves 12.1258.375,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_74_measure_1,manuscript_6094,MS_Hatton_74,MS. Hatton 74,Hatton,,MS_Hatton_74,,"i + 51 leaves, of which 7-51 are blank paper 13.256 .875",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_76_measure_1,manuscript_6095,MS_Hatton_76,MS. Hatton 76,Hatton,,MS_Hatton_76,,"i + 144 + i. Fols. i, 140 are paper flyleaves of the date of binding.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_76_measure_2,manuscript_6095,MS_Hatton_76,MS. Hatton 76,Hatton,,MS_Hatton_76-part1,,Written space ; ; 27 long lines: two or more leaves ruled at a time. 225-30 120-30,,293,293,293,205,205,205,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_76_measure_3,manuscript_6095,MS_Hatton_76,MS. Hatton 76,Hatton,,MS_Hatton_76-part1,,19 long lines on ff. 55-67.,,293,293,293,205,205,205,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_76_measure_4,manuscript_6095,MS_Hatton_76,MS. Hatton 76,Hatton,,MS_Hatton_76-part3,,Written space ; 2 cols. of 31 lines (30 lines on ff. 131-9).240 162,,295,295,295,208,208,208,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_77_measure_1,manuscript_6096,MS_Hatton_77,MS. Hatton 77,Hatton,,MS_Hatton_77,,iv + 396 pages 11.1256.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_81_measure_1,manuscript_6097,MS_Hatton_81,MS. Hatton 81,Hatton,,MS_Hatton_81,,45 leaves 11.75 8.25,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_81_measure_2,manuscript_6097,MS_Hatton_81,MS. Hatton 81,Hatton,,Hatton_81_flyleaves,,Fol. 1 belongs with fol. 44 and fol. 45 belongs with fol. 2: these were originally 4 consecutive leaves 297 210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_82_measure_1,manuscript_6098,MS_Hatton_82,MS. Hatton 82,Hatton,,MS_Hatton_82,,94 leaves 107.5,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_83_measure_1,manuscript_6099,MS_Hatton_83,MS. Hatton 83,Hatton,,MS_Hatton_83,,"22 leaves, in double columns 9.57",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_84_measure_1,manuscript_6100,MS_Hatton_84,MS. Hatton 84,Hatton,,MS_Hatton_84,,"122 leaves, in double columns 11.6257.5",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_85_measure_1,manuscript_6101,MS_Hatton_85,MS. Hatton 85,Hatton,,MS_Hatton_85,,72 leaves 10.257.875,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_86_measure_1,manuscript_6102,MS_Hatton_86,MS. Hatton 86,Hatton,,MS_Hatton_86,,64 leaves 10.3757.125,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_87_measure_1,manuscript_6103,MS_Hatton_87,MS. Hatton 87,Hatton,,MS_Hatton_87,,iii + 27 leaves 11.25 7.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_88_measure_1,manuscript_6104,MS_Hatton_88,MS. Hatton 88,Hatton,,MS_Hatton_88,,241 leaves 10.875 6.875,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_89_measure_1,manuscript_6105,MS_Hatton_89,MS. Hatton 89,Hatton,,MS_Hatton_89,,ii + 240 leaves 10.56 .875,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_9_measure_1,manuscript_6106,MS_Hatton_9,MS. Hatton 9,Hatton,,MS_Hatton_9,,"Ruled in ink with single vertical bounding lines, single horizontal bounding lines at the top of the page and double horizontal bounding lines at the bottom of the page, all extending the full height and width of page; written below the top line; 30 lines per page; prickings often survive; written space: c. 210 135",,327,327,327,225,225,225,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_90_measure_1,manuscript_6107,MS_Hatton_90,MS. Hatton 90,Hatton,,MS_Hatton_90,,i + 35 leaves 10.6257.5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_93_measure_1,manuscript_6109,MS_Hatton_93,MS. Hatton 93,Hatton,,MS_Hatton_93,,ii + 44 leaves 96.125,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_96_measure_1,manuscript_6111,MS_Hatton_96,MS. Hatton 96,Hatton,,MS_Hatton_96,,307 leaves 8.255.75,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_97_measure_1,manuscript_6112,MS_Hatton_97,MS. Hatton 97,Hatton,,MS_Hatton_97,,vi + 127 leaves 95.5,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_donat_1_measure_1,manuscript_6114,MS_Hatton_donat_1,MS. Hatton donat. 1,Hatton,,MS_Hatton_donat_1,,"Ruled in plummet, written in 43 long lines, ruled space 185 110",,260,260,260,190,190,190,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_donat_3_measure_1,manuscript_6115,MS_Hatton_donat_3,MS. Hatton donat. 3,Hatton,,MS_Hatton_donat_3,,xi + 112 leaves 4.42 .8,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_1_measure_1,manuscript_6116,MS_Holkham_Gr_1,MS. Holkham Gr. 1,Holkham gr,,MS_Holkham_Gr_1,,19 lines per page.,,173,173,173,130,130,130,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_10_measure_1,manuscript_6117,MS_Holkham_Gr_10,MS. Holkham Gr. 10,Holkham gr,,MS_Holkham_Gr_10,,"Ruling varies depending on each scribe, see below. Scribe A: 32, B: 24, C: 21, D: 20, E: 24 lines per page.",,210,210,210,125,125,125,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_100_measure_1,manuscript_6118,MS_Holkham_Gr_100,MS. Holkham Gr. 100,Holkham gr,,MS_Holkham_Gr_100,,8 lines per page.,,220,220,220,155,155,155,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_101_measure_2,manuscript_6119,MS_Holkham_Gr_101,MS. Holkham Gr. 101,Holkham gr,,MS_Holkham_Gr_101,,ii) fols 120r-207v: 16 lines per page.,,153,153,153,133,133,133,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_101_measure_1,manuscript_6119,MS_Holkham_Gr_101,MS. Holkham Gr. 101,Holkham gr,,MS_Holkham_Gr_101,,i) fols 1r-117r: 18 lines per page,,153,153,153,133,133,133,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_102_measure_1,manuscript_6120,MS_Holkham_Gr_102,MS. Holkham Gr. 102,Holkham gr,,MS_Holkham_Gr_102,,25 lines per page.,,222,222,222,163,163,163,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_103_measure_1,manuscript_6121,MS_Holkham_Gr_103,MS. Holkham Gr. 103,Holkham gr,,MS_Holkham_Gr_103,,14 lines per page. Ruling Type: Derolez 31 / Leroy 00D1,,250,250,250,175,175,175,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_104_measure_1,manuscript_6122,MS_Holkham_Gr_104,MS. Holkham Gr. 104,Holkham gr,,MS_Holkham_Gr_104,,32 lines per page.,,330,330,330,225,225,225,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_105_measure_1,manuscript_6123,MS_Holkham_Gr_105,MS. Holkham Gr. 105,Holkham gr,,MS_Holkham_Gr_105,,"Written in two columns, but with no ruling type.",,335,335,335,230,230,230,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_106_measure_1,manuscript_6124,MS_Holkham_Gr_106,MS. Holkham Gr. 106,Holkham gr,,MS_Holkham_Gr_106,,Varies with each scribe.,,205,205,205,140,140,140,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
