metadata: hand UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: hands,overview: total hands,person: scribe ref,person: hand ID,person: person(s),person: person ID(s),locus: scope,locus: n,locus: locus,locus: from,locus: to,date: date,date: when,date: not before,date: not after,date: certainty,date: calendar,palaeography: script,palaeography: execution,palaeography: medium,palaeography: terms,palaeography: desc,palaeography: char,palaeography: characters,palaeography: ligature,palaeography: abbreviations,palaeography: corrections,palaeography: punctuation,palaeography: nota,palaeography: language
_hand_1,manuscript_76562,,,"Cambridge, Christ's College, MS Rouse 358",manuscript,,MS-CHRISTS-COLLEGE-ROUSE-00358,"The manuscript is entirely written by in Carolus Stephanus Stephanus, Carolus mixed minuscule, characterized by marked contrast between thick and thin strokes, the cursive style and the large size of capital letters.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_76563,,,"Cambridge, Christ's College, MS Rouse 359",manuscript,,MS-CHRISTS-COLLEGE-ROUSE-00359,"The manuscript is entirely written by in Stephanus, Carolus Carolus Stephanus mixed minuscule, characterized by marked contrast between thick and thin strokes, the cursive style and the large size of capital letters.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_76564,,,"Cambridge, Christ's College, MS 29.2.3",manuscript,,MS-CHRISTS-00029-00002-00003,"The Greek text was copied by Ioannes in an upright Hodegon-style mixed minuscule script, in black ink, with moderate variation in letter size.Syllabic abbreviations and superscription of word endings appear only at the end of lines. Breathings are round and mute iota is subscript. Use of the double dot is functional only, but a single dot sometimes appears above iota when it is unaccentuated. There is accentuation of all nomina sacra. Accents are sometimes joined to nomina sacra strokes.Punctuation used includes the middle and upper points, lower and middle commas and full stop. The same hand has added headings and other rubric in the same style in red ink, often gilded. The same hand appears to be responsible for the Arabic text, in red and black ink.",,,hand-1,,,sole,,,,,,,,,,,,,,Hodegon-style mixed minuscule,,,,,,,,,
_hand_1,manuscript_76566,,,"Cambridge, University Library, MS Nn.1.22",manuscript,,MS-NN-00001-00022,"The manuscript was copied in a mixed minuscule Perlschrift, slanting slightly to the right, in brown ink, with limited variation in letter size and some flourishing of tails into the lower margin. The same hand has added the headings, in Alexandrine majuscule script, in brown ink.Syllabic abbreviations are not in use, apart from the horizontal stroke for nu, which appears only at the end of lines, while superscript word endings are also not used. Breathings are both angular and round and mute iota is usually absent but occasionally adscript. Use of the double dot is functional only, and nomina sacra are rarely accentuated, and usually only when more than three letters long or with enclitics. The double grave accent is in use. Circumflexes very rarely appear above breathings. Nomina sacra strokes are often decorated with an X-shape. Marginal quotation marks of different types are used.Most majuscule forms are in use in the minuscule text, but not mu, upsilon or omega. The long-bowed beta is present, with a straight back and often angular loops.Punctuation used includes the lower, middle and upper points, lower comma, question mark and full stop. The lower comma is rarely used, small pauses being indicated mostly by the lower point.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule Perlschrift; Alexandrine majuscule,,,,,,,,,
_hand_1,manuscript_77213,,,"Cambridge, Pembroke College, MS LC II.174",manuscript,,MS-PEMBROKE-LC-II-00174,"f. i verso - p. 168 Hand A: the text was written by , secretary to Lancelot Andrewes, as is stated in a note by Richard Drake written on Samuel Wright Wright, Samuel (16th-17th century) f. i verso (see History). The script is a minuscule, regular in size, accurately written. The text is written in brown ink.",,,hand-1,,,major,2.0,f. i verso - p. 168; f. i verso,i verso i verso,168 i verso,,,,,,,,,,,,,,,,,,,
_hand_2,manuscript_77213,,,"Cambridge, Pembroke College, MS LC II.174",manuscript,,MS-PEMBROKE-LC-II-00174,"Hand B: another hand, datable to the 17th c., wrote parts of the text ( ff. i verso-ii verso, pp. 6-7, 38), and additions throughout the volume (e.g. pp. 1 l.1, 105, 119), and indicated along the text the Scriptural sources. The ink is brown. Brightman (1903, p. xviii) thinks that hand B intervened in the manuscript after Samuel Wright and before 1675, the date of the first edition of the Greek text.",,,hand-2,,,minor,6.0,ff. i verso-ii verso; pp. 6-7; 38; pp. 1 l.1; 105; 119,i verso 6 38 1 105 119,ii verso 7 38 1 105 119,,,,,,,,,,,,,,,,,,,
_hand_1,manuscript_77214,,,"Cambridge, Pembroke College, MS LC II.232",manuscript,,MS-PEMBROKE-LC-II-00232,"The text was copied in a minuscule script of a western European type. It is of small format, in brown ink, slanting to the right, without variation in letter size. Ligatures are in use but not extensively. The script is characterized by an inclined enlarged minuscule gamma, used in ligature with the following letter from below. If isolated, gamma is majuscule and tall.The sigma telikon is present and so is mute iota. Breathings are curved; accents do not usually join to letters or breathings.",,,hand-1,,,sole,,,,,,,,,,,,,,minuscule,,,,,,,,,
_hand_1,manuscript_77214,,,"Cambridge, Pembroke College, MS LC II.233.1",manuscript,,MS-PEMBROKE-LC-II-00233-00001,The manuscript was copied by a single hand.,,,hand-1,,,sole,,,,,,,,,,,,,,,,,,,,,,,
_hand_1,manuscript_77215,,,"Cambridge, Pembroke College, MS LC II.233.2",manuscript,,MS-PEMBROKE-LC-II-00233-00002,"The manuscript was copied in a western European mixed minuscule script, slanting to the right, in brown ink, with little variation in letter size.Syllabic abbreviations and superscript word endings are not in use. Breathings are round and mute iota is subscript. Use of the double dot is functional only, and there is accentuation of all nomina sacra.Punctuation used includes the middle and upper points, lower comma, question mark and full stop.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77234,,,"Cambridge, University Library, MS Add. 4166.25",manuscript,,MS-ADD-04166-00025,"ff. [1]r-[1]v Hand A: the list is written in an irregular informal minuscule script, slanting to the right, datable to around the second half of the 16th c. The ink is black; intials are in red, but the color is oxidized.",,,hand-1,,,sole,1.0,ff. [1]r-[1]v,[1]r,[1]v,,,,,,,,,,,,,,,,,,,
_hand_1,manuscript_77234.24,,,"Cambridge, University Library, MS Add. 4166.24",manuscript,,MS-ADD-04166-00024,"The main text was copied in a mixed minuscule script, slanting to the right, in black ink, with moderate variation in letter size.Syllabic abbreviations and superscript word endings appear throughout the line. Breathings are round. There is decorative use of the double dot, and accentuation of all nomina sacra. Accents are sometimes joined to nomina sacra strokes.Punctuation used includes the middle and upper points and full stop.",,,hand-1,,,major,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77234,,,"Cambridge, University Library, MS Add. 4166.23",manuscript,,MS-ADD-04166-00023,"ff. [1]r-[1]v Hand A: the text has been written by a single scribe, in an upright minuscule script, of small size, with some imbalance produced by larger letters, as sigma, gamma, ypsilon. It is datable probably to the 14th c., possibly the second half (the script can be compared, for example, with A. Turyn, , plates 87 dated of 1362, and 88 of 1362/1363). Dated Greek Manuscripts of the Thirteenth and Fourteenth Centuries in the Libraries of Great Britain, Washington 1980 The text is written in black and red ink.",,,hand-1,,,sole,1.0,ff. [1]r-[1]v,[1]r,[1]v,,,,,,,,,,,,,,,,,,,
_hand_1,manuscript_77234.22,,,"Cambridge, University Library, MS Add. 4166.22",manuscript,,MS-ADD-04166-00022,"The main text was copied in a mixed minuscule script, with variable slant, in brown ink, with moderate variation in letter size.Syllabic abbreviations and superscript word endings appear only at the end of lines. Breathings are round and mute iota is absent or subscript. There is decorative use of the double dot, and accentuation of all nomina sacra.Punctuation used includes the middle and upper points and full stop.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_2,manuscript_77234,,,"Cambridge, University Library, MS Add. 4166.25",manuscript,,MS-ADD-04166-00025,ff. [1]r-[1]v Hand a: another hand added a few annotations and possibly the number of the leaves of the manuscript near the titles of the homilies.,,,hand-2,,,minor,1.0,ff. [1]r-[1]v,[1]r,[1]v,,,,,,,,,,,,,,,,,,,
_hand_1,manuscript_77290,,,"Cambridge, Sidney Sussex College, MS 65",part,,,"The manuscript was copied in a western European mixed minuscule script resembling printed text, slanting slightly to the right, in black ink, with modest variation in letter size. There is deletion by expunctuation.Syllabic abbreviations and superscript word endings appear throughout the line. Breathings are round and mute iota is absent or subscript, appearing as a dot rather than a line. There is decorative use of the double dot, and nomina sacra are uncontracted. Accents are sometimes joined to letters.Punctuation used includes the lower point, lower comma and full stop. Headings are written in a majuscule script resembling print, in red ink, except on ff. [11v-19v], where they are in orange ink, and on f. [8r], where the heading is largely in mixed minuscule.",,,hand-1,,,sole,2.0,ff. [11v-19v]; f. [8r],[11v] [8r],[19v] [8r],,,,,,,,,,mixed minuscule; majuscule; mixed minuscule,,,,,,,,,
_hand_1,manuscript_77291,,,"Cambridge, St John's College, MS H.19",manuscript,,MS-SJC-H-00019,"ff.6r-62v Hand A: a western European hand, vertical, regular in size. The scribe also wrote the texts in Latin. The same hand wrote this same text in MS , and a Latin translation by John Christopherson of Plutarch's essay Trinity College MS O.1.37 Περὶ ἀδολεσχίας, together with the text in Greek, in MS . CUL Dd.6.56 The text is written in a brown ink",,,hand-1,,,sole,1.0,ff.6r-62v,[6]r,[62]v,,,,,,,,,,,,,,,,,,,
_hand_1,manuscript_77292,,,"Cambridge, St John's College, MS M.8",manuscript,,MS-ST-JOHNS-M-00008,"The text was copied in an inelegant mixed minuscule script, slanting to the right, in brown ink, with significant variation in letter size.Syllabic abbreviations and superscript word endings appear only at the end of lines. Breathings are round and mute iota is subscript. There is decorative use of the double dot, and accentuation of all nomina sacra.The modern eta, modern nu and sigma telikon are in use.Punctuation used includes the middle point, lower comma and full stop.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77339,,,"Cambridge, Sidney Sussex College, MS 105",manuscript,,MS-SIDNEY-00105,"ff. 1r-37v, 251v-272v Hand A: a western European hand datable in the late 17th c., vertical. The text is written in brown ink",,,hand-1,,,sole,1.0,"ff. 1r-37v, 251v-272v",1r,272v,,,,,,,,,,,,,,,,,,,
_hand_1,manuscript_77478,,,"Cambridge, University Library, MS Add. 2753.1",manuscript,,MS-ADD-02753-00001,"The text was copied in a mixed minuscule script, upright, in brown ink, with little variation in letter size.Syllabic abbreviations are not used and superscript word endings do not appear. Breathings are angular, and mute iota is absent.Punctuation used includes the lower, middle and upper points and the lower and middle commas.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77478,,,"Cambridge, University Library, MS Add. 2753.5",manuscript,,MS-ADD-02753-00005,"The text has been copied by in slanting ogival majuscule script, in brown ink with abbreviation for nomina sacra.",,,hand-1,,,sole,,,,,,,,,,,,,,slanting ogival majuscule,,,,,,,,,
_hand_1,manuscript_77478,,,"Cambridge, University Library, MS Add. 2753.4",manuscript,,MS-ADD-02753-00004,"The text has been copied by in mixed minuscule script, and majuscule script on last folio, with upright slant, in black ink. There is moderate variation in letter size. Breathings are curved, mute iota is absent and accentuation is present without consistency. The modern eta and ny are present. Punctuation used includes the upper point and full stop.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule; majuscule,,,,,,,,,
_hand_1,manuscript_77479.2,,,"Cambridge, University Library, MS Add. 2754.2",manuscript,,MS-ADD-02754-00002,"The text was copied in an upright mixed minuscule script, in black ink, with little variation in letter size.Breathings are round and mute iota is absent. There is accentuation of all lengths of nomina sacra.There are bars on the central stroke of epsilon and theta.Punctuation used includes the middle point and full stop. Headings were written in the same style in red ink.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77479.3,,,"Cambridge, University Library, MS Add. 2754.3",manuscript,,MS-ADD-02754-00003,"The text was written in Latin and Greek by the same hand, in black ink, the Greek in mixed minuscule script of a western European type.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77479.1,,,"Cambridge, University Library, MS Add. 2754.1",manuscript,,MS-ADD-02754-00001,"The text was copied in a cursive minuscule script, slanting to the right, in black ink.Accents appear intermittently and there are no breathings.",,,hand-1,,,sole,,,,,,,,,,,,,,cursive minuscule,,,,,,,,,
_hand_1,manuscript_77483,,,"Cambridge, University Library, MS Dd.3.86.10-11",part,,,"ff. 1:122r-1:[130b]v Hand A: the text has been written in a minuscule script, vertical, regular in size, datable to the 15th century. The text is written in brown ink; titles and initials in red, now faded.",,,hand-1,,,major,1.0,ff. 1:122r-1:[130b]v,1:122r,1:[130b]v,,,,,,,,,,,,,,,,,,,
_hand_2,manuscript_77483,,,"Cambridge, University Library, MS Dd.3.86.10-11",part,,,"ff. 2:[1]-2:[8] Hand B: the text has been written in a minuscule script, vertical, characterized by the presence of a few larger letters, (beta, tau, gamma), and curling flourishing in the margins, datable to the 15th century.The text is written in black ink, title and initials in red.",,,,,,sole,1.0,ff. 2:[1]-2:[8],2:[1]r,2:[8]v,,,,,,,,,,,,,,,,,,,
_hand_1,manuscript_77765,,,"Cambridge, Gonville and Caius College, MS 623/389",manuscript,,MS-GONVILLE-AND-CAIUS-00623-00389,"The Greek text was written in western European-style mixed minuscule script, in brown ink, with very occasional use of red ink (e.g. f. [43]v).",,,hand-1,,,sole,1.0,f. [43]v,[43]v,[43]v,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77766,,,"Cambridge, Emmanuel College, MS 79",part,,,"Hand A: the texts have all been written by , in a minuscule script, vertical, regular in size. Barnes, Joshua, 1654-1712 Joshua Barnes The text is written in brown ink.",,,hand-1,,,sole,,,,,,,,,,,,,,,,,,,,,,,
_hand_2,manuscript_77766,,,"Cambridge, Emmanuel College, MS 79",part,,,"Hand A: the texts have been written by . Barnes, Joshua, 1654-1712 Joshua Barnes The text is written in a brown ink.",,,,,,sole,,,,,,,,,,,,,,,,,,,,,,,
_hand_1,manuscript_77767,,,"Cambridge, Emmanuel College, MS 178",manuscript,,MS-EMMANUEL-COLLEGE-00178,"Hand A: the texts have all been copied by in a minuscule script regular in size. Barnes, Joshua, 1654-1712 Joshua Barnes The text is written in a brown ink.",,,hand-1,,,sole,,,,,,,,,,,,,,,,,,,,,,,
_hand_1,manuscript_77768,,,"Cambridge, University Library, MS Ff.6.56",manuscript,,MS-FF-00006-00056,"The manuscript was copied by Thomas Stanley, the Greek text in a western European mixed minuscule.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77769,,,"Cambridge, University Library, MS Ff.6.57",manuscript,,MS-FF-00006-00057,"The manuscript was copied by Thomas Stanley, the Greek text in a western European mixed minuscule.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77940,,,"Cambridge, University Library, MS Add. 6220.10",manuscript,,MS-ADD-06220-00010,The note is written in a elegant minuscule script in black ink.,,,hand-1,,,sole,,,,,,,,,,,,,,minuscule,,,,,,,,,
_hand_1,manuscript_77940,,,"Cambridge, University Library, MS Add. 6220.11",manuscript,,MS-ADD-06220-00011,"The text was copied in a cursive minuscule script, in brown ink, slanting to the right and angular, executed with rapidity with moderate variation in letter size.",,,hand-1,,,sole,,,,,,,,,,,,,,minuscule,,,,,,,,,
_hand_1,manuscript_77951,,,"Cambridge, University Library, MS Add. 1879.1",manuscript,,MS-ADD-01879-00001,"The text was copied in an upright ogival majuscule script, in dark brown ink, with breathings and accents, and some expansion of letters. There are deletions by erasure and correction by overwriting.The horizontal stroke for nu appears at the end of lines. Mute iota is absent. Breathings are sometimes omitted. There is decorative use of the double dot. When it appears on the first letter of a word, the breathing is omitted. The word υἱός appears on occasion uncontracted. Psi appears with both diagonal and horizontal bars. The ligatures ΑΥ, ΗΝ, ΜΗ, ΟΥ, ΤΗ are present.Headings and lection information are written in Alexandrine majuscule script, in red and brown ink. There are deletions by strikethrough. Breathings are both angular and round. The only punctuation to appear is the middle point.",,,hand-1,,,sole,,,,,,,,,,,,,,upright ogival majuscule; Alexandrine majuscule,,,,,,,,,
_hand_1,manuscript_77952,,,"Cambridge, University Library, MS Add. 1879.2",manuscript,,MS-ADD-01879-00002,"The text was copied in an upright ogival majuscule script, in dark brown ink, with breathings and accents, and occasional expansion of letters.The horizontal stroke for nu appears at the end of lines. Mute iota is absent.Most letter-forms follow the ogival style. However, theta and omega appear in the forms associated with the Constantinopolitan or liturgical majuscule. Letters at the end of a line, especially omega, are sometimes drastically compressed vertically. On f. 8v, line 1, the ascender of a letter phi is extended upwards and ornamented. The ligatures ΜΗ, ΟΝ and ΟΥ are presentPunctuation used includes the middle point and middle comma. The teleia (red cross used in the ekphonetic notation) appears as a full stop at the end of lections and as a normal strong punctuation mark.Headings are written in the same style, in red ink.",,,hand-1,,,sole,1.0,"f. 8v, line 1",8v,8v,,,,,,,,,,upright ogival majuscule; Constantinopolitan,,,,,,,,,
_hand_1,manuscript_77953,,,"Cambridge, University Library, MS Add. 1879.3",manuscript,,MS-ADD-01879-00003,"The text was copied in a slanted ogival majuscule script, in brown ink, without breathings or accents.There is decorative use of the double dot, and mute iota is absent. The ligature ΟΥ is present.Punctuation used includes the middle point and full stop.",,,hand-1,,,sole,,,,,,,,,,,,,,slanted ogival majuscule,,,,,,,,,
_hand_1,manuscript_77954,,,"Cambridge, University Library, MS Add. 1879.4",manuscript,,MS-ADD-01879-00004,"The text was copied in a Biblical majuscule script, with serifs, in brown ink. No diacritics are visible on the surviving letters.",,,hand-1,,,sole,,,,,,,,,,,,,,Biblical majuscule,,,,,,,,,
_hand_1,manuscript_77955,,,"Cambridge, University Library, MS Add. 1879.5",part,,,This text was copied in a slanting ogival majuscule script. No diacritics are visible on the surviving letters.,,,hand-1,,,major,,,,,,,,,,,,,,slanting ogival majuscule,,,,,,,,,
_hand_2,manuscript_77955,,,"Cambridge, University Library, MS Add. 1879.5",part,,,"This text was copied by Ḏāwīḏ al-Ḥimṣī in Kufic script, in black ink, with punctuation marks highlighted in red.",,,hand-2,,,major,,,,,,,,,,,,,,Kufic,,,,,,,,,
_hand_1,manuscript_77956,,,"Cambridge, University Library, MS Add. 1879.6",manuscript,,MS-ADD-01879-00006,"The text was copied in a slanting ogival majuscule script, in brown ink. Part of the text has been blurred and tinted blue-green by a reagent. No diacritics are visible on the surviving letters.",,,hand-1,,,sole,,,,,,,,,,,,,,slanting ogival majuscule,,,,,,,,,
_hand_1,manuscript_77957,,,"Cambridge, University Library, MS Add. 1879.7",manuscript,,MS-ADD-01879-00007,"The recto was copied by Hand A in a slanted ogival majuscule script in black ink, with breathings and accents, and flourishing of tails into the lower margin.The horizontal stroke for nu is present, joined with a downward stroke to the right. Mute iota is absent. Grave accents are usually almost horizontal. Nomina sacra are unaccentuated. Nomina sacra strokes are ornamented with vertical bars. The ligatures ΑΥ and ΟΥ are present. Punctuation used includes the lower and upper points and the lower and middle commas.",,,hand-1,,,major,1.0,recto,1r,1r,,,,,,,,,,slanted ogival majuscule,,,,,,,,,
_hand_2,manuscript_77957,,,"Cambridge, University Library, MS Add. 1879.7",manuscript,,MS-ADD-01879-00007,"The verso was copied by Hand B in an upright St Neilos style mixed minuscule script, in brown ink. There is little variation in letter size, and slight flourishing of tails into the lower margin.Syllabic abbreviations are not used, apart from the horizontal stroke for nu,which can appear in mid-line, and there are no superscript word endings. Breathings are both angular and round, and mute iota is absent. Nomina sacra are accentuated only when more than three letters long. Nomina sacra strokes are ornamented with pairs of vertical bars. The double dot is only used erroneously, on diphthongs (verso, col. b, lines 29, 31). Circumflexes sometimes appear above breathings, but are not markedly enlarged.Majuscule forms of epsilon, kappa, lambda, pi and sigma are present.Punctuation used includes the lower, middle and upper points and lower comma.",,,hand-2,,,major,2.0,"verso; verso, col. b, lines 29, 31",1v 1v,1v 1v,,,,,,,,,,St Neilos style mixed minuscule,,,,,,,,,
_hand_1,manuscript_77958,,,"Cambridge, University Library, MS Add. 1879.8",manuscript,,MS-ADD-01879-00008,"Text running horizontally on the outer face of the board was written by Hand A in slanted ogival majuscule script, on another surface, and transferred across onto the board.",,,hand-1,,,minor,1.0,outer face,recto,recto,,,,,,,,,,slanted ogival majuscule,,,,,,,,,
_hand_2,manuscript_77958,,,"Cambridge, University Library, MS Add. 1879.8",manuscript,,MS-ADD-01879-00008,"Text running vertically on the outer face of the board was written by Hand B in an upright majuscule script, on another surface, and printed across onto the board.",,,hand-2,,,minor,1.0,outer face,recto,recto,,,,,,,,,,majuscule,,,,,,,,,
_hand_3,manuscript_77958,,,"Cambridge, University Library, MS Add. 1879.8",manuscript,,MS-ADD-01879-00008,"Text running vertically on the outer face of the board was written by Hand C in minuscule script, slanting slightly to the right, on another surface, and transferred across onto the board.",,,hand-3,,,minor,1.0,outer face,recto,recto,,,,,,,,,,minuscule,,,,,,,,,
_hand_4,manuscript_77958,,,"Cambridge, University Library, MS Add. 1879.8",manuscript,,MS-ADD-01879-00008,"Text running vertically on the inner face of the board was written by Hand C in an upright minuscule script, on another surface, and transferred across onto the board.",,,hand-4,,,minor,1.0,inner face,verso,verso,,,,,,,,,,minuscule,,,,,,,,,
_hand_1,manuscript_77959,,,"Cambridge, University Library, MS Add. 1879.9",manuscript,,MS-ADD-01879-00009,"The text was copied in a mixed minuscule script, slanting to the right in black ink. There is modest variation in letter size, and some flourishing of tails into the margin, sometimes decorated with an X-shape (f. 8v).Syllabic abbreviations and superscript word endings appear only at the end of lines. Breathings are usually round but occasionally angular, and mute iota is absent. The double dot does not appear.There is a distinctive ligature of tau-omega-nu or pi-omega-nu, with the omega elevated (e.g. f. 5v, lines 27-28).Punctuation used includes the middle and upper points, lower and middle commas and full stop. Headings are written in Alexandrine majuscule style, in red ink. The colophon is written in epigraphic display majuscule (f. 10v).",,,hand-1,,,sole,3.0,"f. 8v; f. 5v, lines 27-28; f. 10v",8v 5v 10v,8v 5v 10v,,,,,,,,,,mixed minuscule; Alexandrine majuscule,,,,,,,,,
_hand_1,manuscript_77960,,,"Cambridge, University Library, MS Add. 1879.10",manuscript,,MS-ADD-01879-00010,"The text was copied in a mixed minuscule Perlschrift with variable slant, in brown ink, with minimal variation in letter size.Syllabic abbreviations are not used, apart from the horizontal stroke for nu, which appears only at the end of lines, while superscript word endings do not appear, although suspensions of word endings are present. Breathings are both angular and round, and mute iota is absent. Use of the double dot is functional only, and nomina sacra are unaccentuated. The double grave accent is in use.Punctuation used includes the middle and upper points, lower and middle commas, question mark and full stop.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule Perlschrift,,,,,,,,,
_hand_1,manuscript_77961,,,"Cambridge, University Library, MS Add. 1879.11",manuscript,,MS-ADD-01879-00011,"The text was copied in an upright low epsilon style mixed minuscule script in black ink. There is moderate variation in letter size, and slight flourishing of tails into the margin. There are deletions by expunctuation, but these may be by a later hand.Syllabic abbreviations and superscript word endings appear only at the end of lines. Breathings are round, and mute iota is absent. There is decorative use of the double dot. There is accentuation of all lengths of nomina sacra. The double grave accent is in use.The flat-bottomed omega and small x-shaped kappa are present. Distinctive letter-forms include minuscule kappa with very short acenders. There are frequent low epsilon ligatures.Punctuation used includes the middle and upper points, lower and middle commas and question mark. The end of sections is sometimes marked by an additional point in red ink. Headings are written in the same style, with greater use of majuscule forms, in red ink.",,,hand-1,,,sole,,,,,,,,,,,,,,low epsilon style mixed minuscule,,,,,,,,,
_hand_1,manuscript_77962,,,"Cambridge, University Library, MS Add. 1879.12",manuscript,,MS-ADD-01879-00012,"The main text was copied by Hand A in a mixed minuscule script, slanting slightly to the right, in brown ink. There is modest variation in letter size.Syllabic abbreviations and superscript word endings appear only at the end of lines. Abbreviations take an angular form (ff. f. 2r, col. b, line 12, 3r, col. b, line 8). Breathings are both angular and round, and mute iota is adscript. Use of the double dot is functional only. There is accentuation of all lengths of nomina sacra. The word υἱός is not contracted, while κύριος is also uncontracted in a non-religious context. Marginal quotation marks are in use, and the hyphen is used to link words across line-turns.Punctuation used includes the lower, middle and upper points and middle comma.",,,hand-1,,,major,2.0,"f. 2r, col. b, line 12; 3r, col. b, line 8",2r 3r,2r 3r,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_2,manuscript_77962,,,"Cambridge, University Library, MS Add. 1879.12",manuscript,,MS-ADD-01879-00012,"Lection headings were copied by Hand B in mixed minuscule script with many majuscule letters, in red ink. Breathings are both angular and round.",,,hand-2,,,major,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77963,,,"Cambridge, University Library, MS Add. 1879.13",manuscript,,MS-ADD-01879-00013,"The Greek text was copied by Hand A in an upright mixed minuscule script, in dark brown ink, with minimal variation in letter size.Syllabic abbreviations and superscript word endings do not appear. Breathings are angular, and mute iota is absent or adscript. Use of the double dot is functional only and nomina sacra are unaccentuated. The double grave accent is in use.Punctuation used includes the upper point and full stop. Headings have been added in Alexandrine majuscule script, in red ink.",,,hand-1,,,major,,,,,,,,,,,,,,mixed minuscule; Alexandrine majuscule,,,,,,,,,
_hand_2,manuscript_77963,,,"Cambridge, University Library, MS Add. 1879.13",manuscript,,MS-ADD-01879-00013,"The Arabic text was copied by Hand A in pale brown ink, sometimes overwritten in black. Headings have been added in red ink.",,,hand-2,,,major,,,,,,,,,,,,,,,,,,,,,,,
_hand_1,manuscript_77965,,,"Cambridge, University Library, MS Add. 1879.14",part,,,"The lower text of ff. 1r-2v, 4r-5v, 7r-8v was copied by Hand A, in an upright mixed minuscule Perlschrift in brown ink, with minimal variation in letter size. Breathings are round.",,,hand-1,,,major,3.0,1r-2v; 4r-5v; 7r-8v,8v/1r 5v/4r 2v/7r,2v/7r 5v/4r 8v/1r,,,,,,,,,,mixed minuscule Perlschrift,,,,,,,,,
_hand_1,manuscript_77965,,,"Cambridge, University Library, MS Add. 1879.15",part,,,"The lower text was copied by Hand A, in an upright mixed minuscule script in brown ink, with minimal variation in letter size, very similar to Perlschrift but with horizontal stretching of some letters. Breathings are round and mute iota is absent. Punctuation used includes the upper point.",,,hand-1,,,major,,,,,,,,,,,,,,mixed minuscule script,,,,,,,,,
_hand_2,manuscript_77965,,,"Cambridge, University Library, MS Add. 1879.14",part,,,"The lower text of ff. 3r-3v, 6r-6v was copied by Hand B, in an upright mixed minuscule script in brown ink, with minimal variation in letter size. Breathings are round. Punctuation used includes the middle point.",,,hand-2,,,major,2.0,3r-3v; 6r-6v,6v/3r 3v/6r,3v/6r 6v/3r,,,,,,,,,,mixed minuscule script,,,,,,,,,
_hand_2,manuscript_77965,,,"Cambridge, University Library, MS Add. 1879.15",part,,,"The upper text was copied by Hand B, in mixed minuscule script, slanting slightly to the right, in brown ink, with minimal variation in letter size. The text is unevenly written, probably due to the lack of ruling.Syllabic abbreviations appear througout the line. Breathings and accents are not in use. Mute iota is absent. There is decorative use of the double dot. Iota appears in an unusual form, with a pronounced blob at the top and sometimes bent in the middle towards the right. Majuscule omega commonly appears with the loops joined by a long horizontal line at the base, sometimes slanting slightly downwards to the right. Horizontals joining letters are sometimes elongated.Punctuation used includes the middle and upper points and full stop. Headings are written in a similar style in red ink, with greater variation in letter size.",,,hand-2,,,major,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_3,manuscript_77965,,,"Cambridge, University Library, MS Add. 1879.14",part,,,"The upper text was copied by Hand C, in mixed minuscule script, slanting slightly to the right, in brown ink, with minimal variation in letter size. The text is unevenly written, probably due to the lack of ruling.Syllabic abbreviations appear througout the line. Breathings and accents are not in use. Mute iota is absent. There is decorative use of the double dot. Iota appears in an unusual form, with a pronounced blob at the top and sometimes bent in the middle towards the right. Majuscule omega commonly appears with the loops joined by a long horizontal line at the base, sometimes slanting slightly downwards to the right. Horizontals joining letters are sometimes elongated.Punctuation used includes the middle and upper points and full stop. Headings are written in a similar style in red ink, with greater variation in letter size.",,,hand-3,,,major,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
