measurement UID,file URL,msID,shelfmark,collection,part,part ID,part type,layout or extent,text,leaves,leaf height,leaf height max,leaf height min,leaf width,leaf width max,leaf width min,leaf depth,leaf depth max,leaf depth min,leaf unit,roll height,roll height max,roll height min,roll width,roll width max,roll width min,roll unit,fragment height,fragment height max,fragment height min,fragment width,fragment width max,fragment width min,fragment unit,columns,columns max,columns min,column height,column height max,column height min,column width,column width max,column width min,column unit,writtenLines,writtenLines max,writtenLines min,written height,written height max,written height min,written width,written width max,written width min,written unit,ruledLines,rulesLines max,ruledLines min,ruled height,ruled height max,ruled height min,ruled width,ruled width max,ruled width min,ruled unit,rulingMedium,topLine
MS_Lat_misc_c_17_measure_60,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part43,,tei:extent,part of one leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_59,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part42,,tei:extent,one strip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_3,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part5,,tei:extent,two scraps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_2,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part4,,tei:layout,22 long lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,22,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_6,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part7,,tei:extent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_5,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part6,,tei:layout,45 lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,45,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_7,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part8,,tei:extent,one quaternion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_4,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part6,,tei:extent,part of a leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_1,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part4,,tei:extent,one leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_30,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part25,,tei:layout,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_29,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part25,,tei:extent,part of a leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_28,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part24,,tei:layout,"2 cols., 45 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,45,45,45,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_27,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part24,,tei:extent,one leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_26,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part23,,tei:layout,"2 cols., 44 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,44,44,44,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_25,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part23,,tei:extent,one leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_24,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part22,,tei:layout,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_23,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part22,,tei:extent,part of a leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_22,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part19,,tei:layout,41 long lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,41,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_21,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part19,,tei:extent,inner bifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_20,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part18,,tei:extent,strip of a bifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_19,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part17,,tei:layout,30 long lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,30,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_18,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part17,,tei:extent,bifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_17,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part16,,tei:extent,one leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_16,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part15,,tei:layout,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_15,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part15,,tei:extent,part of a leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_14,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part14,,tei:extent,part of a leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_13,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part11,,tei:layout,"2 cols., 26 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,26,26,26,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_12,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part11,,tei:extent,one leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_11,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part10,,tei:extent,fragments of twenty leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_10,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part9,,tei:layout,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_9,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part9,,tei:extent,"parts of five leaves, fol.17, 18 and 19, 20 being consecutive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_8,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part8,,tei:layout,"2 cols., 46 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,46,46,46,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_32,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part27,,tei:extent,part of a leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_33,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part27,,tei:layout,long lines,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_34,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part28,,tei:extent,part of a leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_35,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part28,,tei:layout,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_36,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part29,,tei:extent,two strips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_37,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part29,,tei:layout,49 lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,49,49,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_38,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part30,,tei:extent,part of a leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_31,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part26,,tei:extent,strip of a bifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_39,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part30,,tei:layout,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_55,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part39,,tei:extent,part of a leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_54,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part38,,tei:extent,part of a page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_53,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part37,,tei:layout,50 lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_52,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part37,,tei:extent,one strip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_51,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part36,,tei:layout,"2 cols., 58 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,58,58,58,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_50,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part36,,tei:extent,one leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_49,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part35,,tei:layout,"2 cols., 37–9 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,37 39,39,37,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_48,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part35,,tei:extent,one leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_58,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part41,,tei:layout,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_57,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part41,,tei:extent,part of a bifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_69,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part49,,tei:layout,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_68,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part49,,tei:extent,part of a leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_67,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part48,,tei:layout,"2 cols., 41 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,41,41,41,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_66,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part48,,tei:extent,eight leaves and a fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_65,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part47,,tei:extent,part of a leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_47,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part34,,tei:layout,"2 cols., 45 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,45,45,45,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_46,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part34,,tei:extent,one leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_45,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part33,,tei:layout,"2 cols., 52 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,52,52,52,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_44,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part33,,tei:extent,one leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_43,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part32,,tei:layout,"2 cols., 50 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,50,50,50,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_42,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part32,,tei:extent,two strips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_41,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part31,,tei:layout,"2 cols., 34 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,34,34,34,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_40,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part31,,tei:extent,one strip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_61,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part44,,tei:extent,four leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_62,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part45,,tei:extent,part of a leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_63,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part45,,tei:layout,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_64,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part46,,tei:extent,part of a leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_17_measure_56,manuscript_6579,MS_Lat_misc_c_17,MS. Lat. misc. c. 17,Lat misc,,MS_Lat_misc_c_17-part40,,tei:extent,one strip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_53_measure_1,manuscript_6584,MS_Lat_misc_c_53,MS. Lat. misc. c. 53,Lat misc,,MS_Lat_misc_c_53,,tei:extent,29 leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_54_measure_1,manuscript_6585,MS_Lat_misc_c_54,MS. Lat. misc. c. 54,Lat misc,,MS_Lat_misc_c_54,,tei:extent,iii + 189 leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_55_measure_2,manuscript_6586,MS_Lat_misc_c_55,MS. Lat. misc. c. 55,Lat misc,,MS_Lat_misc_c_55,,tei:layout,varying number of long lines,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_55_measure_1,manuscript_6586,MS_Lat_misc_c_55,MS. Lat. misc. c. 55,Lat misc,,MS_Lat_misc_c_55,,tei:extent,ii + 180 leaves 310 220 220–40 140–50,,310,310,310,220,220,220,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,220–40,240,220,140–50,150,140,mm,,,,,,,,,,,,
MS_Lat_misc_c_58_measure_1,manuscript_6587,MS_Lat_misc_c_58,MS. Lat. misc. c. 58,Lat misc,,MS_Lat_misc_c_58,,tei:extent,i + 147 leaves 330 240 220 155,,330,330,330,240,240,240,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,220,220,155,155,155,mm,,,,,,,,,,,,
MS_Lat_misc_c_58_measure_2,manuscript_6587,MS_Lat_misc_c_58,MS. Lat. misc. c. 58,Lat misc,,MS_Lat_misc_c_58,,tei:layout,"2 cols., 50 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,50,50,50,,,,,,,,,
MS_Lat_misc_c_60_measure_2,manuscript_6588,MS_Lat_misc_c_60,MS. Lat. misc. c. 60,Lat misc,,MS_Lat_misc_c_60,,tei:layout,"2 cols., 72 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,72,72,72,,,,,,,,,
MS_Lat_misc_c_60_measure_1,manuscript_6588,MS_Lat_misc_c_60,MS. Lat. misc. c. 60,Lat misc,,MS_Lat_misc_c_60,,tei:extent,14 leaves 335 210 260 150,,335,335,335,210,210,210,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,260,260,150,150,150,mm,,,,,,,,,,,,
MS_Lat_misc_c_62_measure_1,manuscript_6589,MS_Lat_misc_c_62,MS. Lat. misc. c. 62,Lat misc,,MS_Lat_misc_c_62,,tei:extent,xxx + 201 leaves 320 215 230 90–100 (between fol.1 and 159; varying between fol.160 and 193v),,320,320,320,215,215,215,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,230,230,90–100 ,100,90,mm,,,,,,,,,,,,
MS_Lat_misc_c_66_measure_1,manuscript_6590,MS_Lat_misc_c_66,MS. Lat. misc. c. 66,Lat misc,,MS_Lat_misc_c_66,,tei:extent,402 225,,402,402,402,225,225,225,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_c_69_measure_1,manuscript_6591,MS_Lat_misc_c_69,MS. Lat. misc. c. 69,Lat misc,,MS_Lat_misc_c_69,,tei:extent,i + 56 leaves 340 240 250 170,,340,340,340,240,240,240,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,250,250,170,170,170,mm,,,,,,,,,,,,
MS_Lat_misc_c_69_measure_2,manuscript_6591,MS_Lat_misc_c_69,MS. Lat. misc. c. 69,Lat misc,,MS_Lat_misc_c_69,,tei:layout,2 cols. 61 lines. Written below top line.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,61,61,61,,,,,,,,,
MS_Lat_misc_c_70_measure_2,manuscript_6593,MS_Lat_misc_c_70,MS. Lat. misc. c. 70,Lat misc,,MS_Lat_misc_c_70,,tei:layout,"2 cols., 63 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,63,63,63,,,,,,,,,
MS_Lat_misc_c_70_measure_1,manuscript_6593,MS_Lat_misc_c_70,MS. Lat. misc. c. 70,Lat misc,,MS_Lat_misc_c_70,,tei:extent,i + 26 leaves 350 260 245 170,,350,350,350,260,260,260,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,245,245,170,170,170,mm,,,,,,,,,,,,
MS_Lat_misc_c_71_measure_1,manuscript_6594,MS_Lat_misc_c_71,MS. Lat. misc. c. 71,Lat misc,,MS_Lat_misc_c_71,,tei:extent,ii + 54 leaves 325 245 245 170,,325,325,325,245,245,245,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,245,245,170,170,170,mm,,,,,,,,,,,,
MS_Lat_misc_c_71_measure_2,manuscript_6594,MS_Lat_misc_c_71,MS. Lat. misc. c. 71,Lat misc,,MS_Lat_misc_c_71,,tei:layout,"2 cols., 63 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,63,63,63,,,,,,,,,
MS_Lat_misc_c_73_measure_2,manuscript_6595,MS_Lat_misc_c_73,MS. Lat. misc. c. 73,Lat misc,,MS_Lat_misc_c_73,,tei:layout,"2 cols., 49–56 lines, the writing below the top line",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,49 56,56,49,,,,,,,,,
MS_Lat_misc_c_73_measure_1,manuscript_6595,MS_Lat_misc_c_73,MS. Lat. misc. c. 73,Lat misc,,MS_Lat_misc_c_73,,tei:extent,iii + 155 leaves 360 230 255 160,,360,360,360,230,230,230,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,255,255,160,160,160,mm,,,,,,,,,,,,
