measurement UID,file URL,msID,shelfmark,collection,part,part ID,part type,layout or extent,text,leaves,leaf height,leaf height max,leaf height min,leaf width,leaf width max,leaf width min,leaf depth,leaf depth max,leaf depth min,leaf unit,roll height,roll height max,roll height min,roll width,roll width max,roll width min,roll unit,fragment height,fragment height max,fragment height min,fragment width,fragment width max,fragment width min,fragment unit,columns,columns max,columns min,column height,column height max,column height min,column width,column width max,column width min,column unit,writtenLines,writtenLines max,writtenLines min,written height,written height max,written height min,written width,written width max,written width min,written unit,ruledLines,rulesLines max,ruledLines min,ruled height,ruled height max,ruled height min,ruled width,ruled width max,ruled width min,ruled unit,rulingMedium,topLine
St_Johns_College_MS_190_measure_3,manuscript_12190,St_Johns_College_MS_190,St John's College MS 190,St_Johns_College,,,,tei:layout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_190_measure_13,manuscript_12190,St_Johns_College_MS_190,St John's College MS 190,St_Johns_College,,,,tei:layout,"In double columns, each column , with 133 40 mm between columns, in 39 lines to the column. Prickings on the opening leaves, thereafter cut away; bounded and ruled in pencil and brown ink. 7",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,133,133,133,40,40,40,mm,39,39,39,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_190_measure_12,manuscript_12190,St_Johns_College_MS_190,St John's College MS 190,St_Johns_College,,,,tei:extent,Fols. 183.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_190_measure_15,manuscript_12190,St_Johns_College_MS_190,St John's College MS 190,St_Johns_College,,,,tei:layout,"In double columns, each column , with 135 45 mm between columns, in 40 lines to the column. No prickings; bounded and ruled in brown ink.6",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,135,135,135,45 6,45 6,45 6,mm mm,40,40,40,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_190_measure_17,manuscript_12190,St_Johns_College_MS_190,St John's College MS 190,St_Johns_College,,,,tei:layout,"The booklets are linked by fairly rough similarity of format. Although booklet 6 is in long lines, a writing area of , in 51 lines to the page, the remainder are in double columns, all columns roughly 147 87 , in about 35–40 lines to the page. 115 mm (after fol. 267, 138 mm) 40–5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"115 mm (after fol. 267, 138
                                    mm)",138,115,40–5,45,40,mm,35 51,51,35,147,147,147,87,87,87,mm,,,,,,,,,,,,
St_Johns_College_MS_190_measure_1,manuscript_12190,St_Johns_College_MS_190,St John's College MS 190,St_Johns_College,,St_Johns_College_MS_190,,tei:extent,"Fols. iii + 311 + v (numbered fols. 312–13, iv–vi). 178 123",,178,178,178,123,123,123,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_190_measure_9,manuscript_12190,St_Johns_College_MS_190,St John's College MS 190,St_Johns_College,,,,tei:extent,Fols. 59.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_190_measure_16,manuscript_12190,St_Johns_College_MS_190,St John's College MS 190,St_Johns_College,,,,tei:layout,"From fol. 211, written in long lines within a similar writing area ( ), in 39 lines to the page.130 83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,39,39,130,130,130,83,83,83,mm,,,,,,,,,,,,
St_Johns_College_MS_190_measure_14,manuscript_12190,St_Johns_College_MS_190,St John's College MS 190,St_Johns_College,,,,tei:layout,"In double columns, each column , with 122 38–42 mm between columns, in 34 lines to the column. Intermittent prickings survive; bounded and ruled in brown ink. 7",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,122,122,122,38–42,42,38,mm,34,34,34,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_190_measure_8,manuscript_12190,St_Johns_College_MS_190,St John's College MS 190,St_Johns_College,,,,tei:layout,"Items 4 and 5, perhaps added on blank leaves, are in double columns.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_190_measure_5,manuscript_12190,St_Johns_College_MS_190,St John's College MS 190,St_Johns_College,,,,tei:layout,"In double columns, each column , with 127 48 mm between columns, in 33–4 lines to the column. No prickings; bounded and ruled in lead.5",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,127,127,127,48,48,48,mm,33 34,34,33,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_190_measure_4,manuscript_12190,St_Johns_College_MS_190,St John's College MS 190,St_Johns_College,,,,tei:extent,Fols. 6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_190_measure_10,manuscript_12190,St_Johns_College_MS_190,St John's College MS 190,St_Johns_College,,,,tei:layout,"In double columns, each column 120 40 mm between columns, in 32 lines to the column. No prickings; bounded and ruled in black and brownish ink.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,120,120,40,40,40,mm,32,32,32,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_190_measure_7,manuscript_12190,St_Johns_College_MS_190,St John's College MS 190,St_Johns_College,,,,tei:layout,"Item 3 in long lines, 49 lines to the page. Prickings; bounded and ruled in black ink.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,49,49,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_190_measure_6,manuscript_12190,St_Johns_College_MS_190,St John's College MS 190,St_Johns_College,,,,tei:extent,Fols. 55. 140 88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,140,140,88,88,88,mm,,,,,,,,,,,,
St_Johns_College_MS_192_measure_1,manuscript_12192,St_Johns_College_MS_192,St John's College MS 192,St_Johns_College,,St_Johns_College_MS_192,,tei:extent,Fols. i + 90 + i (numbered fol. ii). 167 117 98 68,90,167,167,167,117,117,117,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,98,68,68,68,mm,,,,,,,,,,,,
St_Johns_College_MS_192_measure_2,manuscript_12192,St_Johns_College_MS_192,St John's College MS 192,St_Johns_College,,St_Johns_College_MS_192,,tei:layout,"In long lines, 24 lines to the page. No prickings; bounded and ruled in pencil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,24,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_193_measure_2,manuscript_12193,St_Johns_College_MS_193,St John's College MS 193,St_Johns_College,,St_Johns_College_MS_193,,tei:layout,"In double columns, each column , with 112 36 mm between columns, in 54 lines to the column. No prickings, bounded and ruled in lead and brown and black ink.5",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,54,54,54,112,112,112,36,36,36,mm,,,,,,,,,,,,
St_Johns_College_MS_193_measure_1,manuscript_12193,St_Johns_College_MS_193,St John's College MS 193,St_Johns_College,,St_Johns_College_MS_193,,tei:extent,Fols. v + 367 + iv (numbered fols. vi–ix). 170 120,367,170,170,170,120,120,120,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_194_measure_2,manuscript_12194,St_Johns_College_MS_194,St John's College MS 194,St_Johns_College,,St_Johns_College_MS_194,,tei:layout,"In double columns, each column , with 125 45 mm between columns, in 33 lines to the page. Some prickings; bounded and ruled in stylus.7–9",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,33,33,33,125,125,125,45,45,45,mm,,,,,,,,,,,,
St_Johns_College_MS_194_measure_1,manuscript_12194,St_Johns_College_MS_194,St John's College MS 194,St_Johns_College,,St_Johns_College_MS_194,,tei:extent,"Fols. iii + 3 (numbered fols. 1–3) + 64 (numbered fols. 4–65, but unnumbered leaves after 20 and 31) + vii (numbered iii bis–ix). 167 125",64,167,167,167,125,125,125,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_195_measure_5,manuscript_12195,St_Johns_College_MS_195,St John's College MS 195,St_Johns_College,,,,tei:layout,"In double columns, each column , with 118 38 mm between columns, in 50 lines to the column. No prickings, bounded in brown and black ink, no rules.3–4",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,118,118,118,38,38,38,mm,50,50,50,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_195_measure_8,manuscript_12195,St_Johns_College_MS_195,St John's College MS 195,St_Johns_College,,,,tei:extent,Fols. 60 125 77–80,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,125,125,77–80,80,77,mm,,,,,,,,,,,,
St_Johns_College_MS_195_measure_6,manuscript_12195,St_Johns_College_MS_195,St John's College MS 195,St_Johns_College,,,,tei:extent,Fols. 50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_195_measure_11,manuscript_12195,St_Johns_College_MS_195,St John's College MS 195,St_Johns_College,,,,tei:layout,"In long lines, 31 lines to the page. No prickings; bounded in lead, no rules. The text area has apparently been planned to occupy a small proportion of the page in order to accommodate glosses, added sporadically but occasionally densely.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,31,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_195_measure_10,manuscript_12195,St_Johns_College_MS_195,St John's College MS 195,St_Johns_College,,,,tei:extent,Fols. 19 93 60,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,93,93,60,60,60,mm,,,,,,,,,,,,
St_Johns_College_MS_195_measure_3,manuscript_12195,St_Johns_College_MS_195,St John's College MS 195,St_Johns_College,,,,tei:layout,"In long lines, 37 lines to the page. No prickings; bounded and ruled in lead.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,37,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_195_measure_4,manuscript_12195,St_Johns_College_MS_195,St John's College MS 195,St_Johns_College,,,,tei:extent,Fols. 119,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_195_measure_9,manuscript_12195,St_Johns_College_MS_195,St John's College MS 195,St_Johns_College,,,,tei:layout,"In long lines, 30 lines to the page. No prickings; bounded in brown ink, unruled.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,30,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_195_measure_2,manuscript_12195,St_Johns_College_MS_195,St John's College MS 195,St_Johns_College,,,,tei:extent,Fols. 4. 152 90,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,152,152,90,90,90,mm,,,,,,,,,,,,
St_Johns_College_MS_195_measure_7,manuscript_12195,St_Johns_College_MS_195,St John's College MS 195,St_Johns_College,,,,tei:layout,"In double columns, frequently scarcely separated, with an overall writing area of , in 36 lines to the column. No prickings, bounds or rules.123 85",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,36,36,36,123,123,123,85,85,85,mm,,,,,,,,,,,,
St_Johns_College_MS_195_measure_1,manuscript_12195,St_Johns_College_MS_195,St John's College MS 195,St_Johns_College,,St_Johns_College_MS_195,,tei:extent,"Fols. i + 252 (numbered 1–249, ii–iv) + i (numbered fol. v). 168 115",252,168,168,168,115,115,115,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_196_measure_2,manuscript_12196,St_Johns_College_MS_196,St John's College MS 196,St_Johns_College,,St_Johns_College_MS_196,,tei:layout,"In long lines, 16 lines to the page. Very infrequent prickings; bounded and ruled in red ink.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_196_measure_1,manuscript_12196,St_Johns_College_MS_196,St John's College MS 196,St_Johns_College,,St_Johns_College_MS_196,,tei:extent,"Fols. ii + 296 (numbered fols. 1–295, iii) + i (numbered fol. iv). 162 105 95 60",296,162,162,162,105,105,105,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,60,60,60,mm,,,,,,,,,,,,
St_Johns_College_MS_197_measure_2,manuscript_12197,St_Johns_College_MS_197,St John's College MS 197,St_Johns_College,,,,tei:extent,Fols. 76. 110 58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,110,110,58,58,58,mm,,,,,,,,,,,,
St_Johns_College_MS_197_measure_5,manuscript_12197,St_Johns_College_MS_197,St John's College MS 197,St_Johns_College,,,,tei:layout,"In long lines, 29 lines to the page. Prickings; bounded and ruled in purple ink.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,29,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_197_measure_4,manuscript_12197,St_Johns_College_MS_197,St John's College MS 197,St_Johns_College,,,,tei:extent,Fols. 216. 108 58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,108,108,58,58,58,mm,,,,,,,,,,,,
St_Johns_College_MS_197_measure_7,manuscript_12197,St_Johns_College_MS_197,St John's College MS 197,St_Johns_College,,,,tei:layout,"In long lines, 30 lines to the page. No prickings; bounded and ruled in lead and black ink.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,30,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_197_measure_6,manuscript_12197,St_Johns_College_MS_197,St John's College MS 197,St_Johns_College,,,,tei:extent,Fols. 85. 110 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,110,110,60,60,60,mm,,,,,,,,,,,,
St_Johns_College_MS_197_measure_3,manuscript_12197,St_Johns_College_MS_197,St John's College MS 197,St_Johns_College,,,,tei:layout,"In long lines, 25 lines to the page. No prickings; bounded and ruled in purple and pinkish inks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_197_measure_1,manuscript_12197,St_Johns_College_MS_197,St John's College MS 197,St_Johns_College,,St_Johns_College_MS_197,,tei:extent,"Fols. iii + 376 (numbered fols. 1–375, iv) + ii (numbered fols. v–vi). 162 117",,162,162,162,117,117,117,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_198_measure_8,manuscript_12198,St_Johns_College_MS_198,St John's College MS 198,St_Johns_College,,,,tei:layout,"In double columns, each column (the leaves have been cut into at the top of the text), with 143 50 mm between columns, in about 65 lines to the page. No prickings, bounds, or rules.4",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,143,143,143,50,50,50,mm,65,65,65,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_198_measure_4,manuscript_12198,St_Johns_College_MS_198,St John's College MS 198,St_Johns_College,,,,tei:layout,"In long lines, 33 lines to the page. No prickings; bounded in brown crayon, no rules.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,33,33,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_198_measure_2,manuscript_12198,St_Johns_College_MS_198,St John's College MS 198,St_Johns_College,,St_Johns_College_MS_198,,tei:layout,Various page formats noted below.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_198_measure_1,manuscript_12198,St_Johns_College_MS_198,St John's College MS 198,St_Johns_College,,St_Johns_College_MS_198,,tei:extent,"Fols. 1 + 193 (numbered fols. 1–194; fol. 150 is assigned to a tab sewn to fol. 151) + i (numbered fol. ii). 160 115 (after fol. 116, slightly wider, about 120 mm)",193,160,160,160,115,120,115,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_198_measure_3,manuscript_12198,St_Johns_College_MS_198,St John's College MS 198,St_Johns_College,,,,tei:extent,107 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,107,107,69,69,69,mm,,,,,,,,,,,,
St_Johns_College_MS_198_measure_5,manuscript_12198,St_Johns_College_MS_198,St John's College MS 198,St_Johns_College,,,,tei:extent,Fols. 8 122 88,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,122,122,88,88,88,mm,,,,,,,,,,,,
St_Johns_College_MS_198_measure_6,manuscript_12198,St_Johns_College_MS_198,St John's College MS 198,St_Johns_College,,,,tei:layout,"In long lines, 32 lines to the page. No prickings, bounds, or rules.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,32,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_198_measure_7,manuscript_12198,St_Johns_College_MS_198,St John's College MS 198,St_Johns_College,,,,tei:extent,Fols. 6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_199_measure_2,manuscript_12199,St_Johns_College_MS_199,St John's College MS 199,St_Johns_College,,St_Johns_College_MS_199,,tei:layout,"In long lines, 24 lines to the page. Prickings; bounded and ruled in lead (in some quires, in brown crayon).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,24,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_199_measure_1,manuscript_12199,St_Johns_College_MS_199,St John's College MS 199,St_Johns_College,,St_Johns_College_MS_199,,tei:extent,Fols. iv + 85 + iii (numbered fols. v–vii). 163 112 120 80,85,163,163,163,112,112,112,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,120,120,80,80,80,mm,,,,,,,,,,,,
St_Johns_College_MS_200_measure_2,manuscript_12200,St_Johns_College_MS_200,St John's College MS 200,St_Johns_College,,St_Johns_College_MS_200,,tei:layout,"In long lines, 29 lines to the page. No prickings; bounded and ruled in lead.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,29,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_200_measure_1,manuscript_12200,St_Johns_College_MS_200,St John's College MS 200,St_Johns_College,,St_Johns_College_MS_200,,tei:extent,"Fols. iv + 216 + iii (numbered fols. v–vii). Fol. 191 is assigned to a tipped-in vellum tab, and fols. 211–16 are an extraneous quire. 158 115 115–25 82",,158,158,158,115,115,115,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,115–25,125,115,82,82,82,mm,,,,,,,,,,,,
St_Johns_College_MS_200_measure_3,manuscript_12200,St_Johns_College_MS_200,St John's College MS 200,St_Johns_College,,,,tei:layout,"Written to virtually the full page, writing area . In long lines, about 43 lines to the page. No prickings, bounds, or rules.43 98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43,43,43,43,43,98,98,98,mm,,,,,,,,,,,,
St_Johns_College_MS_202_measure_1,manuscript_12202,St_Johns_College_MS_202,St John's College MS 202,St_Johns_College,,St_Johns_College_MS_202,,tei:extent,"Fols. viii (numbered fols. i–iii, 1–5) + 196 (numbered fols. 6–201) + iii (numbered fols. iv–vi). 155 105",,155,155,155,105,105,105,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_202_measure_2,manuscript_12202,St_Johns_College_MS_202,St John's College MS 202,St_Johns_College,,St_Johns_College_MS_202,,tei:layout,"Writing area variable, approximately . In long lines, about 32 lines to the page. Infrequent prickings; bounded and ruled in lead and brown ink.120–5 90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,32,120–5,120–5,120–5,90,90,90,mm,,,,,,,,,,,,
St_Johns_College_MS_203_measure_5,manuscript_12203,St_Johns_College_MS_203,St John's College MS 203,St_Johns_College,,,,tei:extent,Fols. 201. about 120 75,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,120,120,75,75,75,mm,,,,,,,,,,,,
St_Johns_College_MS_203_measure_7,manuscript_12203,St_Johns_College_MS_203,St John's College MS 203,St_Johns_College,,,,tei:extent,Fols. 22. 115–20 78–80,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115–20,120,115,78–80,80,78,mm,,,,,,,,,,,,
St_Johns_College_MS_203_measure_8,manuscript_12203,St_Johns_College_MS_203,St John's College MS 203,St_Johns_College,,,,tei:layout,"In long lines, about 39 lines to the page. No prickings; no bounds or rules.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,39,39,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_203_measure_4,manuscript_12203,St_Johns_College_MS_203,St John's College MS 203,St_Johns_College,,,,tei:layout,"In long lines, 54 lines to the page. No prickings; bounded in brown crayon, no rules.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,54,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_203_measure_3,manuscript_12203,St_Johns_College_MS_203,St John's College MS 203,St_Johns_College,,,,tei:extent,"Fols. 14. Pages smaller than the remainder of the book, about 146 mm high.",14,146,146,146,,,,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_203_measure_1,manuscript_12203,St_Johns_College_MS_203,St John's College MS 203,St_Johns_College,,St_Johns_College_MS_203,,tei:extent,Fols. iii + 247 + iii (numbered fols. iv–vi). 154 115,247,154,154,154,115,115,115,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_203_measure_2,manuscript_12203,St_Johns_College_MS_203,St John's College MS 203,St_Johns_College,,,,tei:extent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_203_measure_6,manuscript_12203,St_Johns_College_MS_203,St John's College MS 203,St_Johns_College,,,,tei:layout,"In long lines, about 28 lines to the page (variable by the scribe). Very occasional prickings; bounded and ruled in black ink and lead.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,28,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_204_measure_1,manuscript_12204,St_Johns_College_MS_204,St John's College MS 204,St_Johns_College,,St_Johns_College_MS_204,,tei:extent,Fols. v + 188 + vi (numbered fols. vi–xi). 146 96 84 55,188,146,146,146,96,96,96,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,84,84,55,55,55,mm,,,,,,,,,,,,
St_Johns_College_MS_204_measure_2,manuscript_12204,St_Johns_College_MS_204,St John's College MS 204,St_Johns_College,,St_Johns_College_MS_204,,tei:layout,"In long lines, 18 lines to the page. No prickings; bounded and ruled in brown ink.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,18,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_205_measure_2,manuscript_12205,St_Johns_College_MS_205,St John's College MS 205,St_Johns_College,,St_Johns_College_MS_205,,tei:layout,"In long lines, 17 lines to the page to fol. 48v, 20 lines to the page thereafter. Fairly regular prickings; bounded and ruled in black and brown ink.",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,17 20,20,17,,,,,,,,ink,
St_Johns_College_MS_205_measure_1,manuscript_12205,St_Johns_College_MS_205,St John's College MS 205,St_Johns_College,,St_Johns_College_MS_205,,tei:extent,"ii + 124 + iii (numbered 125, iii–iv) 150 98 73 44",,150,150,150,98,98,98,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,73,73,44,44,44,mm,,,,,,,,,,,,
St_Johns_College_MS_206_measure_2,manuscript_12206,St_Johns_College_MS_206,St John's College MS 206,St_Johns_College,,,,tei:extent,Fols. 176.,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_206_measure_3,manuscript_12206,St_Johns_College_MS_206,St John's College MS 206,St_Johns_College,,,,tei:layout,"Writing area in double columns, each column , with 103 33 mm between columns, in 37 lines. No prickings; bounded and ruled in brown and black ink.7",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,103,103,103,33,33,33,mm,37,37,37,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_206_measure_1,manuscript_12206,St_Johns_College_MS_206,St John's College MS 206,St_Johns_College,,St_Johns_College_MS_206,,tei:extent,Fols. vii + 312 + iv (numbered fols. viii–xi). 150 105,312,150,150,150,105,105,105,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_206_measure_8,manuscript_12206,St_Johns_College_MS_206,St John's College MS 206,St_Johns_College,,,,tei:extent,Fols. 28.,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_206_measure_6,manuscript_12206,St_Johns_College_MS_206,St John's College MS 206,St_Johns_College,,,,tei:extent,Fols. 33. 110 73,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,110,110,73,73,73,mm,,,,,,,,,,,,
St_Johns_College_MS_206_measure_7,manuscript_12206,St_Johns_College_MS_206,St John's College MS 206,St_Johns_College,,,,tei:layout,"In long lines, 33 lines to the page. No prickings; bounded and ruled in brown ink.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,33,33,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_206_measure_9,manuscript_12206,St_Johns_College_MS_206,St John's College MS 206,St_Johns_College,,,,tei:layout,"In double columns, each column , with 98 30–1 mm between columns, in 43 lines to the page. To 4–5 fol. 296, lineation in five-line units in the inter-columnar space, generally taken as indicative of Oxford work. No prickings; bounded in brown crayon, ruled in the same and in black ink.",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,98,98,98,30–1,31,30,mm,43,43,43,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_206_measure_4,manuscript_12206,St_Johns_College_MS_206,St John's College MS 206,St_Johns_College,,,,tei:extent,Fols. 75. 113 83,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,113,113,83,83,83,mm,,,,,,,,,,,,
St_Johns_College_MS_206_measure_5,manuscript_12206,St_Johns_College_MS_206,St John's College MS 206,St_Johns_College,,,,tei:layout,"In long lines, 34 lines to the page. Some prickings; some bounds in black and brown ink but usually ruled in lead or black ink.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,34,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_207_measure_2,manuscript_12207,St_Johns_College_MS_207,St John's College MS 207,St_Johns_College,,St_Johns_College_MS_207,,tei:layout,"In double columns, each column , with 93–7 30 mm between columns, in 44 lines. No prickings; bounded and ruled in pencil and black ink.5",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,44,44,44,93–7,97,93,30,30,30,mm,,,,,,,,,,,,
St_Johns_College_MS_207_measure_1,manuscript_12207,St_Johns_College_MS_207,St John's College MS 207,St_Johns_College,,St_Johns_College_MS_207,,tei:extent,Fols. i + 646 + i (numbered fol. ii). 143 95,646,143,143,143,95,95,95,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_208_measure_2,manuscript_12208,St_Johns_College_MS_208,St John's College MS 208,St_Johns_College,,St_Johns_College_MS_208,,tei:layout,"In long lines, 14 lines to the page. No prickings; bounded and ruled in red ink.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,14,,,,,,,,,,,,,,,,,,,
